Governo do Estado do Rio de Janeiro
Secretaria de Estado de Fazenda
Subsecretaria de Politica Fiscal
Transparência Fiscal
Receitas entre 01/01/2017 e 01/08/2026
"Posição";"Poder";"Nome Poder";"Categoria Economica";"Nome Categoria Economica";"Receita por Fonte";"Nome Receita por Fonte";"Receita por Sub Fonte";"Nome Receita por SubFonte";"Rubrica";"Nome Rubrica";"Alinea";"Nome Alinea";"Sub Alinea";"Nome Sub Alinea";"Gestão";"Nome Gestão";"Órgão";"Nome Órgão";"UG";"Nome UG";"Fonte de Recursos";"Nome Fonte de Recursos";"Valor Previsão Inicial";"Valor Previsão Atualizada";"Valor Receita a Realizar";"Valor Receita Realizada"
"12/2021";"3";"Judiciário";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1990";"Demais Receitas Correntes";"199099";"Outras Receitas";"19909911";"Outras Receitas - Primárias - Demais Receitas";"00001";"";"03";"Tribunal de Justiça do Estado do Rio de Janeiro";"030100";"TRIBUNAL DE JUSTICA";"230";"Recursos Próprios";242345000;242345000;-56626341,2;298971341,2
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1990";"Demais Receitas Correntes";"199099";"Outras Receitas";"19909911";"Outras Receitas - Primárias - Demais Receitas";"00003";"";"14";"Secretaria de Estado da Casa Civil                                              ";"203100";"LOTERIA DO EST. RIO DE JANEIRO";"230";"Recursos Próprios";0;0;-156355,56;156355,56
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1990";"Demais Receitas Correntes";"199099";"Outras Receitas";"19909912";"Outras Receitas - Primárias - Multas e Juros";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"101";"Ordinários Não Provenientes de Impostos";26747;2737,83;814446,42;26751,81
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1990";"Demais Receitas Correntes";"199099";"Outras Receitas";"19909914";"Outras Receitas - Primárias - Dívida Ativa - ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"101";"Ordinários Não Provenientes de Impostos";3313774;3148962,77;290546,46;2858416,31
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1990";"Demais Receitas Correntes";"199099";"Outras Receitas";"19909921";"Outras Receitas - Financeiras - Principal";"00007";"";"49";"Secretaria de Estado de Desenvolvimento Social e de Direitos Humanos            ";"426100";"FUNDO PARA INFANCIA E ADOLESCENCIA";"230";"Recursos Próprios";18564;18564;18564;0
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"111";"Impostos";"1118";"Impostos Específicos de Estados/DF Municípios";"111801";"Impostos sobre o Patrimônio para Estados/DF/Municípios";"11180121";"Imp Propriedade Veíc Automotores - IPVA - Pri";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"100";"Ordinários Provenientes de Impostos";2669471421;3020625178,54;7546252,65;3013078925,89
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"112";"Taxas";"1121";"Taxas pelo Exercício do Poder de Polícia";"112104";"Taxa de Controle e Fiscalização Ambiental";"11210411";"Taxa de Controle e Fiscalização Ambiental - P";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"208";"Receita desvinculada diretamente arrecadada";4640228;5717252,02;386424,84;5330827,18
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"133";"Delegação de Serviç Públic Mediante Concessão, Permissão, Autorização ou Licença";"1339";"Demais Delegações de Serviços Públicos";"133999";"Outras Delegações de Serviços Públicos";"13399911";"Outras Delegações de Serviços Públicos - Prin";"00004";"";"15";"Secretaria de Estado de Cultura e Economia Criativa                             ";"154300";"FUND. TEATRO MUNICIPAL DO RJ";"230";"Recursos Próprios";2179824;2179824;2091183,48;88640,52
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"133";"Delegação de Serviç Públic Mediante Concessão, Permissão, Autorização ou Licença";"1339";"Demais Delegações de Serviços Públicos";"133999";"Outras Delegações de Serviços Públicos";"13399911";"Outras Delegações de Serviços Públicos - Prin";"00007";"";"09";"Procuradoria Geral do Estado";"096100";"FUNDO ESPECIAL DA PROCURADORIA GERAL DO ERJ";"230";"Recursos Próprios";0;0;-57967,51;57967,51
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"112";"Taxas";"1122";"Taxas pela Prestação de Serviços";"112201";"Taxas pela Prestação de Serviços";"11220111";"Taxas pela Prestação de Serviços - Principal";"00007";"";"13";"Secretaria de Estado de Agricultura, Pecuária, Pesca e Abastecimento            ";"136200";"FUNDO ESTADUAL DE DEFESA AGROPECUÁRIA";"132";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";2247640;2247640;597372,27;1650267,73
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1310";"Exploração do Patrimônio Imobiliário do Estado";"131001";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13100111";"Aluguéis e Arrendamentos - Principal";"00005";"";"13";"Secretaria de Estado de Agricultura, Pecuária, Pesca e Abastecimento            ";"135300";"EMPRESA DE ASSIST TECNICA E EXTENSAO RURAL DO ESTADO RJ ";"230";"Recursos Próprios";12000;12000;12000;0
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1310";"Exploração do Patrimônio Imobiliário do Estado";"131001";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13100111";"Aluguéis e Arrendamentos - Principal";"00001";"";"15";"Secretaria de Estado de Cultura e Economia Criativa                             ";"150100";"SECRETARIA DE ESTADO DE CULTURA E ECONOMIA CRIATIVA";"230";"Recursos Próprios";386520;386520;386520;0
"12/2021";"4";"Ministério Público";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1310";"Exploração do Patrimônio Imobiliário do Estado";"131001";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13100111";"Aluguéis e Arrendamentos - Principal";"00007";"";"11";"Defensoria Pública Geral do Estado                                              ";"116100";"FUNDO ESPECIAL DA DEFENSORIA PUBLICA DO ERJ";"230";"Recursos Próprios";100021;100021;-35979,08;136000,08
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1310";"Exploração do Patrimônio Imobiliário do Estado";"131001";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13100111";"Aluguéis e Arrendamentos - Outras Receitas de";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação                          ";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"230";"Recursos Próprios";840000;840000;633521,81;206478,19
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1310";"Exploração do Patrimônio Imobiliário do Estado";"131001";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13100121";"Foros, Laudêmios e Tarifas de Ocupação - Taxa";"00003";"";"20";"Secretaria de Estado de Fazenda                                                 ";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"231";"Recursos Próprios do Rioprevidência";29218;29218;-3149,85;32367,85
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1310";"Exploração do Patrimônio Imobiliário do Estado";"131099";"Outras Receitas Imobiliárias";"13109911";"Outras Receitas Imobiliárias - Principal";"00006";"";"22";"Secretaria de Desenvolvimento Econômico, Energia e Relações Internacionais      ";"227100";"COMPANHIA DE DESENV INDUSTRIAL DO EST.DO RJ";"230";"Recursos Próprios";1000000;1000000;1000000;0
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Principa";"00003";"";"17";"Secretaria de Estado de Esporte, Lazer e Juventude                              ";"173100";"SUPERINTENDENCIA DE DESPORTOS DO ESTADO DO RJ";"230";"Recursos Próprios";0;0;-44,99;44,99
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Principa";"00005";"";"31";"Secretaria de Estado de Transportes                                             ";"317200";"COMP EST DE ENGENHARIA DE TRANSPS E LOGISTICA";"230";"Recursos Próprios";0;0;-10478,12;10478,12
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Principa";"00003";"";"14";"Secretaria de Estado da Casa Civil                                              ";"203100";"LOTERIA DO EST. RIO DE JANEIRO";"230";"Recursos Próprios";0;0;-3,65;3,65
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Poupança";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"100";"Ordinários Provenientes de Impostos";0;273,24;0;273,24
"12/2021";"3";"Judiciário";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Poupança";"00001";"";"03";"Tribunal de Justiça do Estado do Rio de Janeiro";"030100";"TRIBUNAL DE JUSTICA";"212";"Transferências Voluntárias";0;0;-541,8;541,8
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Depósito";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"101";"Ordinários Não Provenientes de Impostos";0;435,51;0;435,51
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Outros R";"00007";"";"16";"Secretaria de Estado de Defesa Civil e Corpo de Bombeiros Militar               ";"166100";"FUNDO ESPECIAL DO CORPO DE BOMBEIROS";"212";"Transferências Voluntárias";0;0;-262215,56;262215,56
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Outros R";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"101";"Ordinários Não Provenientes de Impostos";39723;171356,97;4428,75;166928,22
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Outros R";"00001";"";"07";"SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS";"070100";"SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS";"214";"Transferências do PAC";0;0;-2669282,62;2669282,62
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Outros R";"00004";"";"13";"Secretaria de Estado de Agricultura, Pecuária, Pesca e Abastecimento            ";"134100";"FUNDACAO INSTITUTO DE PESCA DO EST. RJ";"212";"Transferências Voluntárias";0;0;-3629,02;3629,02
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Outros R";"00001";"";"17";"Secretaria de Estado de Esporte, Lazer e Juventude                              ";"170100";"SECRETARIA DE ESTADO DE ESPORTE, LAZER E JUVENTUDE";"212";"Transferências Voluntárias";0;0;-13245,49;13245,49
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210011";"Remuneração de Depósitos Bancários - Outros R";"00001";"";"49";"Secretaria de Estado de Desenvolvimento Social e de Direitos Humanos            ";"490100";"SECRETARIA DE ESTADO DESENVOLVIMENTO SOCIAL E DE DIREITOS HUMANOS";"212";"Transferências Voluntárias";0;0;-433,45;433,45
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"163";"Serviços e Atividades Referentes à Saúde";"1638";"Serviços e Atividades Referentes à Saúde - Específico para Estados/DF/Municípios";"163801";"Serviços de Saúde - Específico para Estados/DF/Municípios";"16380111";"Serviços Hospitalares - Principal";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação                          ";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"225";"Sistema Único de Saúde- SUS";59760000;59760000;55337163,33;4422836,67
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210041";"Remuneração dos Investimentos do RPPS em Rend";"00003";"";"20";"Secretaria de Estado de Fazenda                                                 ";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"231";"Recursos Próprios do Rioprevidência";1200000;1200000;-74549641,35;75749641,35
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1910";"Multas Administrativas, Contratuais e Judiciais";"191001";"Multas Previstas em Legislação Específica";"19100113";"Multas Prev Legis Específica - Natureza Não F";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"122";"Adicional do ICMS - FECP";302357;1737672,67;507468,99;1230203,68
"12/2021";"3";"Judiciário";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"112";"Taxas";"1128";"Taxas - Específicas de Estados, DF e Municípios";"112802";"Taxas pela Prestação de Serviços";"11280221";"Taxas Extrajudiciais - Principal";"00007";"";"03";"Tribunal de Justiça do Estado do Rio de Janeiro";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"132";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";304763000;304763000;-60815151,59;365578151,59
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1910";"Multas Administrativas, Contratuais e Judiciais";"191013";"Multas Previstas na Legislação Anticorrupção.";"19101321";"Multas da Legislação Anticorrupção Oriundas d";"00007";"";"49";"Secretaria de Estado de Desenvolvimento Social e de Direitos Humanos            ";"326100";"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL-FEAS";"140";"Recursos Oriundos de Leis ou Acordos Anticorrupção
";0;0;-4650263,34;4650263,34
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210051";"Juros de Títulos de Renda - Principal";"00006";"";"31";"Secretaria de Estado de Transportes                                             ";"317100";"COMP DE DESENV RODOV E TERMINAIS DO EST DO RJ";"230";"Recursos Próprios";575184;575184;412609,01;162574,99
"12/2021";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"132";"Valores Mobiliários";"1321";"Juros e Correções Monetárias";"132100";"Juros e Correções Monetárias";"13210051";"Juros de Títulos de Renda - Principal";"00007";"";"49";"Secretaria de Estado de Desenvolvimento Social e de Direitos Humanos            ";"326100";"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL-FEAS";"224";"Transferências Legais Recebidas da União";0;0;-622514,5;622514,5
